case,cores,status,makespan_cycles,added_copy_bytes,scheduled_copy_bytes,spill_added_copy_bytes,plan_sha256,seconds,error
case_047,4,ok,121162,1482538,1946480,0,15104b8ee585e21cf0e8cf22fd0bbedca964599292cd22726cae0be1ae1c033d,3.556530300003942,
case_047,5,ok,120081,2257428,2721370,0,06c543738f4212ff16af25ab16709c11b009fad00136855df38fdac2af7556aa,3.262677299993811,
case_048,2,ok,137113,805802,1220592,0,f6f3fe3b8b66215427f38cb4bd68286f656f78e5d2ef741529b045148570a3d8,0.3236483000073349,
case_048,3,ok,121992,723464,1138254,0,83ac342f928250ea5058d056e274154aeebf35e0d17be05ffec51969a4dc6daf,0.3382969999947818,
case_048,4,ok,111891,925012,1339802,0,82dc36e9e70e3d35d9350df0db15db124567edc82d3d232ff1f638ad64374f25,0.35467939999944065,
case_048,5,ok,112716,717046,1131836,0,99fe6c727b1863de6c3b4071a5f1cbb243ad1f307c93226dbda7528aaae8b036,0.40055320000101347,
case_049,2,ok,140221,1426960,1579500,0,ac977189c666e3f72417daa9e1c8bc8b3cd8fe690a2c00634732aca5b75f030a,0.8576458000025013,
case_049,3,ok,121414,788740,941280,0,718a4245e487624af6c3f9f96601aae943353b9169b1f9a8ea5837c7ede9aa77,0.9531678000057582,
case_049,4,ok,101091,846224,998764,0,22b3e4e83915f8552c527022001f5fbc52a9f6e393e4f7cb06b488fa4702a65f,0.9325508000038099,
case_049,5,ok,110442,1570238,1722778,0,ccc0fe6b1597595b78a9fd931bad139db090081b26d37351a780aea7fae0dc86,1.0391527000028873,
case_050,2,ok,84117,720726,1040102,0,5d806f67f59ea31836859cb11287a3d8f4f847134531998e42467816c9a54575,1.0754069999966305,
case_050,3,ok,74118,1257138,1576514,0,8ebacc4a5b79eda358e2cdb40d816b8efdcd6c2e31e313e8fc30a130eeeb8c17,1.1193405999947572,
case_050,4,ok,49447,707666,1027042,0,41159494b9fe98858daf37527832c844ae37f74bfa11c051826fcf2a94500e46,1.035407600007602,
case_050,5,ok,45042,975622,1294998,0,7b4ecac05358a4b43da7b2f690c5d1fa305c2ef8e6df3868e0ab661bc2254cf5,1.1186087999958545,
case_051,2,ok,357955,9045258,9438476,0,f1d5f70c558d0816d281dcbb6905d8c5d443ed2d61063a2f2a88185ac2453eb2,0.2691863999934867,
case_051,3,ok,291222,9045304,9438522,0,f13e009e2b6ca4aebcd65d53b161ba40f2f4794eb4ceb68c92410945fb418799,0.29781910000019707,
case_051,4,ok,254308,9045350,9438568,0,89e436f94bd5983cebd47194a64e3fc8fcdb7f9f7098999fd71d01e86b31c7b1,0.3176856000063708,
case_051,5,ok,253856,9045396,9438614,0,e60c49613da20469bc51c0d62ec11c71da83375f6afed7b35a68d933068f39a5,0.3319878000038443,
case_052,2,ok,91254,102912,913116,0,6296dd77000fc3cef22639e8fb4fe9ebc4d86ed2eb882aeb05176d435b396931,0.2956116999994265,
case_052,3,ok,63361,181248,991452,0,986033146cb827f76caeb237366105f97b26dfceed0a7295c5635b5b5c3c598e,0.2973251000075834,
case_052,4,ok,47721,259584,1069788,0,53ac8fcf9f16e02f836f1a0787f01c7ae27124313e3bde00148c918d638fb03e,0.3023682000057306,
case_052,5,ok,51670,328704,1138908,0,a768b8b8242cd9690888ebe926fa4bb7bb5010ac38017757db638ddd8129c23e,0.311403399988194,
case_053,2,ok,774929,5959552,8954840,4924800,091c275714f7363aa0d745cc475bc4d48fdad781bd764ec38025a831c8311fd5,26.534867700000177,
case_053,3,ok,546106,5882944,8878232,4768320,f204a28e4ca1ab8d8388889b93d69c78c9c98d61dbbb7f521c4769f191fcae57,25.67522469999676,
case_053,4,ok,492232,6360992,9356280,4291488,b3c52372a51c88990b6e611439d91205190655b31681d13ab9f7e4d9ad63a0ce,23.94219429999066,
case_053,5,ok,409010,8797386,11792674,0,7e2f09bd09abe734ddd1df2dcd94aa4f874f5ef074eb7d754c35bf16b7264509,3.622090800010483,
case_054,2,ok,444570,1442752,3049028,0,868526e47b55485ea737ffa42b15174b8db4b3b1f17a87412fb3bffec74f57a7,5.578841399998055,
case_054,3,ok,311323,2153244,3759520,0,b8f8f8c6c63aeb17845dd5744c76356ca6d16f21cf55f06abd3193e60d1e779b,4.966979699995136,
case_054,4,ok,249519,2064246,3670522,0,3aa929376c23ac63bba428053d465652bb3dc9c10a9f44eededc2f3c450e1e09,4.691957500006538,
case_054,5,ok,198641,2566484,4172760,0,02a50f46da9a32c921d9f0c666114e088490fe72e353666f4048648e1407c8fb,4.597836999993888,
case_055,2,ok,65764,57856,683666,0,02bf0b0a06bbf48d250ae2deabad176bd4466fbec3fe72dc0c62bcfe4537922e,0.3120580999966478,
case_055,3,ok,43687,115712,741522,0,f7e9857891b00fa753773c02663f33bd361ec9e6a845ed791a04ae3ffe9fc963,0.35137269999540877,
case_055,4,ok,31367,115712,741522,0,266d8f0e29bf76797635ed37585a3e3e8962a666529f066394bb409fe5a19419,0.3377321000007214,
case_055,5,ok,26781,198656,824466,0,74406cae53bf0d1e092b0103b8e937ec015f425d70e5a993de55aa9d6578c884,0.3571071999904234,
case_056,2,ok,168013,2372334,2593934,0,eda18bcb68e7fd4f82f6c8208c3f64765cbc6fc6a30af8bb15b9d544d488d7fa,1.8908481999969808,
case_056,3,ok,118566,2182548,2404148,0,590ec7be90831a37187719983a6b45970eeed73b1d5a967a06b041586b336f15,1.5774799999926472,
case_056,4,ok,146032,4613390,4834990,0,a83901c29753549b3ad54c795fb66b0f56f1aa3a2768de209abd4065c4a0cb30,2.3259655000001658,
case_056,5,ok,79083,1286732,1508332,0,350af14e8c73a738749dcc5c9fcc9b7dec16d02a52acb3fcf7e299b51cff780c,1.6730611000093631,
case_057,2,ok,33730,288,342748,0,e4a9979d248f1b2c0cf1a19905e584470bc20ed8105da02c99bb20da1e8ff851,0.18920380000781734,
case_057,3,ok,25250,288,342748,0,400f4f7a8fecae7b822de8cd588583e260ebef87054b9978797c6213e5cf0875,0.18365140000241809,
case_057,4,ok,20957,288,342748,0,a2bd8abf08f740fcd042d023511a1f488e38e75f60241cb194abb0a33b117c32,0.17664119999972172,
case_057,5,ok,16538,27936,370396,0,643bd93ba247202c196ce04327479e7881d6a489b8abc38c6aee2a357e731bf2,0.18056310000247322,
case_058,2,ok,2271316,33431552,41099264,26808320,4ff93ef35f9e483270e3574533fc24c72b09d9b5829e432675cd7d184f085ddc,188.08812610000314,
case_058,3,ok,1554831,30400512,38068224,21209088,b615e67bad6daa16fbb75a224b97d9b427aa160df1a220cd978e8f44c7436ae1,47.338321799994446,
case_058,4,ok,1154519,42622976,50290688,22753280,8920f62be2b5d1d6764f698ce6f2939db94a2631fef4adae18ca42f625f18d59,138.86063120000472,
case_058,5,ok,1004819,32104448,39772160,13721600,bc4ce56d1f63e7a39beffc94f4e6975a50f69a266abbf66c71409f39a871d9fc,25.815060399996582,
case_059,2,ok,369318,360448,1703936,0,a4e6a96742cbcae03080b2d6c8b222dc903cf2f8614c8f6def699a7f720770de,1.0404142000043066,
case_059,3,ok,266217,2998272,4341760,835584,ff23eca4b1c5c288383253307c61a5152a29e17d7b38231455e16bcb9d36504b,1.6090107999916654,
case_059,4,ok,185216,1081344,2424832,0,7a7c67cc5070dad2699e61bab51db2ea511a33c24b1dc94e9d306ffcef0b492f,0.7326967999979388,
case_059,5,ok,150782,4325376,5668864,0,f803551e4dd53af0b4c8546f66122f25cbc78a7822318b47052da16c4f998226,1.4241022000060184,
case_060,2,ok,469437,2768912,4867918,1570832,c9da9e9aee0e139ed2e7b88cc93a9a5cf6e975392e53c778c498f33c9768e4f4,7.776922100005322,
case_060,3,ok,334622,3439756,5538762,1033228,708dfd61215a9bf375016f6778a7b8d98faf4c572684da8c4ffad8736a29557c,7.3713149999966845,
case_060,4,ok,229383,3699968,5798974,146432,3b1fab878d8311078f649190c886ea5e1c1c276161e004cbb3987513e8d4c8d8,7.671901499998057,
case_060,5,ok,183272,4290944,6389950,81920,f83edc0910763ec026efc64771a9170d73cedfbaf0f783d5bdd4bc7ad0700566,7.682784699994954,
case_061,2,ok,39299,34560,578748,0,44db77417322b10e8605e17b7f7a95e95281854e8ab36b7149bc89402505adba,0.36590620000788476,
case_061,3,ok,28409,43008,587196,0,21583862db0fa05dc04603160a22b8731cedb73f842b5a06bbcae452849cf974,0.34014910001133103,
case_061,4,ok,27166,62208,606396,0,007f14624a8b45678a1c365879add4651c790e49734e964f90dcdb25f38e8167,0.34748329999274574,
case_061,5,ok,21240,147464,691652,0,bda85de62e268a9cb857e43fbbc772581558ab6cbc52015c8ec76193b575883b,0.36496180000540335,
case_062,2,ok,1432382,453120,13854720,0,a73f476248d7acbacc43a8e51c0176c0fafe73af011761e1615fd22126a20824,122.41456219999236,
case_062,3,ok,957963,453120,13854720,0,e979603cae38b0a600383dd5946a5152b3345737242a039e2db5559aa20af74d,75.45589060000202,
case_062,4,ok,720121,453120,13854720,0,78a60035a3b5f8ae546c82337c8185270a3d37ff149a63d4295c08d92add9859,48.79879699999583,
case_062,5,ok,581554,453120,13854720,0,3ccdadf45bd7b538d013eed62f21904ff99ce00ddc431927a49b05e7c471ae5c,37.58199880000029,
case_063,2,ok,538527,192000,5213184,0,b4ba309f69a1462629ff18e31bb51f02bae4d9a5a7bde867bb80bcc6ae313b2c,9.878597600007197,
case_063,3,ok,361111,192000,5213184,0,72bf33f7d9f413eb0ceeaf5303e6d984d11ac1d9a93bef8c892f99749b6f9cff,6.843775100001949,
case_063,4,ok,270325,6948864,11970048,0,df66db92fb03b10070cad7d2fb1f0abea87a5aacd700c7c021fd8f65f7b998bb,4.77161189999606,
case_063,5,ok,220501,6948864,11970048,0,83ee4592d9422a96fb8a478c3eedd3d9c16b5825adf8a924f87d7ca87eb2f6c4,3.1569403000030434,
case_064,2,ok,17589,21128,58542,0,5cff3c117e82849d8ffcadbf8e66ce75854eeac1e9b630fd889cab1eb67dacb2,0.13812119999784045,
case_064,3,ok,13511,106920,144334,0,427a15b17dfcb4ff2b40d36729d43c6f04653926b114c35cc6378bc88df76fa6,0.1260134000040125,
case_064,4,ok,13762,66058,103472,0,479a62d5c4a46b61e4f8593fcd9201c538d7570a0c24905d5c976ff49ffd26e0,0.12808229999791365,
case_064,5,ok,10807,104956,142370,0,540a99b36f1ea303e2cd5076a38d7fb5122f394bb17ed4f78c9102f89fc8b9c8,0.14744030000292696,
case_065,2,ok,26928,13968,330170,0,60086231198c2bb3c25c728c805b4e9330fe9e48290471a0907ca32717b0ba48,0.1515099999960512,
case_065,3,ok,18165,27792,343994,0,859726a3ded9de1096dad916287029fff7a00435be21577ee83de9c3783b9dd4,0.15861349999613594,
case_065,4,ok,14502,41616,357818,0,0fbb9e125f6479d8ead30c468421c989923e034ceed2b49cfde38f24f4c535d9,0.15277879999484867,
case_065,5,ok,12156,55584,371786,0,ab305bc1e9330442f90a7ad5d3259be92e9a3e7672bc7c5591673629b812629c,0.17346429999452084,
case_066,2,ok,194221,1503212,2610246,0,dc2b3c79b098e563a14f8d8d924e54c383a3fc056a06c10ba309d6f1c159e870,1.5674372000066796,
case_066,3,ok,146543,2060548,3167582,0,fea469dd1a8cabb8d1699dea6c6bef524ad3328f7ded1d89d82f912f310004a4,1.5289443999936339,
case_066,4,ok,124420,2080348,3187382,0,e24007b937f6d4b95bf4a51b7648433cf8976999a7a294ada45ee8379701eb60,1.4730622000060976,
case_066,5,ok,107901,2170250,3277284,0,468bcabb0b21bc8bf74f5637ddba71bfe2e65e7d2466eefad21908f87266539d,1.584729199996218,
case_067,2,ok,32653531,286394624,292442752,0,8f54d9b4c6fef868065d77b948e2e97be11b794bff9705ae2a2ade2e67f1c735,7.095969899994088,
case_067,3,ok,22318407,286373248,292421376,0,8238fa75ba36caf34eb1fde0fa27074ac9ba229e0a52095741664b961f708f06,6.976392099997611,
case_067,4,ok,16948554,286394624,292442752,0,363f2a7e031476a746dca2ee55d416d7af2bd7600683071123aa09fbba73d210,7.022404800009099,
case_067,5,ok,14490809,276070656,282118784,0,adec3b01e3ae7a7f3e1c7ea31c5488947ea7ab34a157a981ad0beaf02c744096,5.141894100001082,
case_068,2,ok,209801,1998586,4769836,0,831a97fb67247414fe4cdc10c698a096f999d96040ca6ca66f57f5bfac26eb08,1.3428688999993028,
case_068,3,ok,165775,2629054,5400304,0,de6e05f72c6c8a3c5f6755f8f941173c4a5d7d1072df4912102a5875e14ce0e7,1.2748887000052491,
case_068,4,ok,129908,2916530,5687780,0,357b64be6e141777dfe21800e6b3e133d58323fbe289eada3069fbfd365a3e71,1.361912599997595,
case_068,5,ok,134203,3108894,5880144,0,25fa0e4d18f269508dcc3a13fd20ef180970ed7f6389dfea06e78e801c74bbe3,1.4181144000031054,
case_069,2,ok,15079,166470,292524,0,c97c5c6060b3807da91e98c0e706e1f0f2a1a70cb4273f67dddb55da7bc68f6f,0.19946150000032503,
case_069,3,ok,11285,218794,344848,0,b1621bd0dda69573fff2303c1f58689e630601830fef88d26f844ebb7a567660,0.15892719999828842,
case_069,4,ok,11326,271118,397172,0,364fc45b71f9014ee78fd19407ab0c4b8b5ae5f60c016f59a92a57c1dc09e82e,0.164264600010938,
case_069,5,ok,9133,267954,394008,0,75bb9b563961c5d4c584211d21601a9e6cc4657d887ac8a48ddf09cf51467a57,0.15469919999304693,
case_070,2,ok,58525,129536,549500,0,0a4682dc7509a24a0d28a236791ed5b83ab405debaa2ff2380162c4c7f605832,0.339652800001204,
case_070,3,ok,45661,259072,679036,0,872c1cca9b126350c8b86e4aaa213fd5ee4fa4352e77fd093f92457a7ebb09dc,0.30280569999013096,
case_070,4,ok,36336,360960,780924,0,5677e787303a523a18b7b6a35f1fa26d1d929f91b5da4bb1412c7230c6fa1b2a,0.3451141999976244,
case_070,5,ok,27664,462848,882812,0,f2896306339620f997e60c58c996419eb18a8b3e73574d3271c79b070aeabfc7,0.34501219999219757,
case_071,2,ok,11671,117990,239436,0,c120def70d131b9ca149a6a8ba4ead586363b98bef3fbd80acefcddac99c1a80,0.13040610001189634,
case_071,3,ok,10106,193450,314896,0,583e1ec24328c096e0f3e7a141f34938945dc728272811da7b767b68c0039ba0,0.1066391000058502,
case_071,4,ok,8078,185678,307124,0,0745c2ad03e8a0179a852bee2249859ccf06e2ab02474829694d780e3cee898c,0.10585809999611229,
case_071,5,ok,7854,233394,354840,0,51c7c4a5e986532787533012e628063fc6b2e54485f3713558f53275948955c8,0.11054080000030808,
case_072,2,ok,11833111,113945376,125048560,102996424,47f1c09f4c2c1d3d05ee7d4c6a4a6388ced4034d192f87b51ef9eef1ed6f73bc,728.2366528999992,
case_072,3,ok,7945629,114002720,125105904,94198216,0095adda0a3da2d55aded24e96db8f136a14cb043ad6f1058dc80fd91311ca64,684.6123918000085,
case_072,4,ok,5994354,122293024,133396208,93632968,aaa44100d070ba9d03a42af22c91003f400e0cb0082da4a5c71d1f32ca1f3f72,593.0295069999993,
case_072,5,ok,4863110,121488048,132591232,81879040,c0a4d0909d98a61cd48b445190b95f5b82717dea24c8f6862f353bb0369bc940,539.0268313999986,
case_073,2,ok,5980423,141121024,145162112,137399424,6e32f9d274dfbe3efd5fa75c9c7275274a515e24bd54d7d1037b97f2ee2991c0,5.941283599997405,
case_073,3,ok,4515227,140671616,144712704,133228416,7a37f358b563e79ad155e7cb0e8517a10576489af1f448a7aec83571a93c698f,3.82475169999816,
case_073,4,ok,3903787,140222208,144263296,129057408,48b515face587ec596d7b488514e516aa543be3c43bafec91cc0d9aeb01c9f57,3.0187289000023156,
case_073,5,ok,3517515,139772800,143813888,124886400,c95ce74f1c20c1c256ac94e851fc0008195c6392622d4d00a4669baa9f170c79,2.4966716000053566,
case_074,2,ok,822510,7077888,10854616,4792320,512a8c6710d8b33b14fb7336b6586c0e1f2d9ce4babe9a2e4ea21d98ea5f889a,5.704551599992556,
case_074,3,ok,553814,7614464,11391192,3043328,f44b3b83adbe5c4a21fd8d749dfc194de6e66da93a7b40c4d68b119b9360a71a,5.178965700004483,
case_074,4,ok,423088,8429568,12206296,1785856,cb5bdc643d505af8d7a9d24e2ac14f642b9861c4f1ba3c38a710bdaa9e11b468,4.930151399996248,
case_074,5,ok,347042,9035776,12812504,1277952,8bde87dbb9a44e95ca3e1c4c09703433bb33024e365f13ca144c61ccc7f873b3,4.863357099995483,
case_075,2,ok,782269,2960082,4797272,0,cb692a27a8ac9f7f7c82788beebc3bdea84648841565907f5d84f9fbba0d0209,2.0000187999976333,
case_075,3,ok,621902,4795646,6632836,0,4c4aaf0b7cad6c273384370ad0faadc6e182f948c4e61929a861a0e452af4e5e,1.9777439000026789,
case_075,4,ok,457743,4319402,6156592,0,806b613555bc31b42c862a7411e78b00d40266b85b99f8d279d3895d57ad7070,2.1326636000012513,
case_075,5,ok,395938,6346198,8183388,0,1b62db2ed6ecbe5081c0df8470337ec49d460f56407b33092e51685f11d9a76b,2.3493158999917796,
case_076,2,ok,3069464,30744576,35015250,26670080,9c085d0415a7500639545358ad58241703df683ca05af1facd70079a75250ab9,864.6657219000044,
case_076,3,ok,2061609,35117056,39387730,26968064,39e2d4ee50c5452f2d1abd929986cba6b83071211a6079fb6813642a50ef1a6f,802.0513841000065,
case_076,4,ok,1550155,35703808,39974482,23480320,49b569bce2bd14783d92957e2d067050edf2828d130eabdb79cb195196554930,721.155294199998,
case_076,5,ok,1238120,37194752,41465426,20896768,162a333baa3fb62a3de6b8cb5cef2950e23877f6f82b72bf22e14896ead2e7af,606.874871299995,
case_077,2,ok,250735,57344,2198704,0,68b2bd2b1e09c4a9ec8efaaf8afa56674114d2377c8721b271c9d362b1b85347,3.297181799993268,
case_077,3,ok,178739,114688,2256048,0,7661925961b9c6ddac03aaf9bc9b3d4718147eb7812e11afbe426147c4163b5c,2.8157386999955634,
case_077,4,ok,144734,172032,2313392,0,c6e3ba2f11ee76c499b41ff84cabacc22b10f2a11eb4fefd1f2b60e6b847d251,2.773091100010788,
case_077,5,ok,121081,172032,2313392,0,4b5f3f8d483bc722783a6e95e26fdd9237bca50296070645508ea4428505a112,2.8965329000056954,
case_078,2,ok,1260358,12535344,14880432,10386864,5de6f4d5f2a657da54a68117c4d8f9ff48676c5fb4e87f0711ab939faea99172,0.22212859999854118,
case_078,3,ok,823047,17398656,19743744,0,ee162fabec4654d1a3b453921af7defb11f469dc4cba9e34244c5838e4ba20a2,0.2702939000009792,
case_078,4,ok,690924,13146912,15492000,6701472,272f077e92a6ede4eb9a8930a59bffdb3966367d92794e7d1ecc8446193a84ef,0.18823079999128822,
case_078,5,ok,573730,16722816,19067904,0,dd06ba2d9829c9a04f61ca1327287322eff755bfb69ba865432c2f322ef70202,0.28074950000154786,
case_079,2,ok,15446486,31780864,41132032,28131328,b86021bc1bd6d3163a5cee18d748594163a4a3e3b748ef0d3d2d881b49b32f21,124.44684730000154,
case_079,3,ok,10181692,39960576,49311744,28336128,6ab985077dcaa65a8a4ed592d313caf8043e631d6ebc19cc9d2cffa3cd6c9525,163.69946239999263,
case_079,4,ok,7635624,30445568,39796736,19496960,6d13f89ff0d52188a983427b9dd1a01939e7c564e727b01ab81921b6727cd47e,45.850851100010914,
case_079,5,ok,6075976,47677440,57028608,24428544,27d1a1c7184c6496d232354cd037760c029314f30d493c1d001b028def277a22,202.42346999999427,
case_080,2,ok,145926,2191360,4169728,286720,f56d43c54cc0bfd0f32b4540f96646a905dc8c723298df3ffdc3fa4fec22a4f6,0.43190229999891017,
case_080,3,ok,100325,3047424,5025792,0,4bfa055c4175cdf200c0a3611f3f85d6b89a7df2bb31a99ff6ee2db816e72fb6,0.2906797000032384,
case_080,4,ok,101166,3452928,5431296,0,9079fca7f47cd3282f5b9fd1620fb1c4d24ac6e86e450b93eccd1a149de5eb06,0.2986845999985235,
case_080,5,ok,100325,3047424,5025792,0,e1dd5d813b43377d2f8b87ddfb136408f16eb973db7cf066280f408ff8a68300,0.2653118000016548,
case_081,2,ok,76860,0,1741140,0,38d67cf6c28fac291aac83471e998b1d4df4007407ebbd1d57a02e3949f048bd,1.9520478999911575,
case_081,3,ok,51943,0,1741140,0,d68ac76f4bbba1d8b60aa20c255a9cabd714ed94c6686cf599309686826f889c,1.3834560999966925,
case_081,4,ok,39588,0,1741140,0,6a60e3a9bbc1f246a0658bb1bf739967c2feba8eda9c86978335e639c3b60689,1.125515700012329,
case_081,5,ok,30943,0,1741140,0,ae26e110b0e9d64eef0fc2c50bf20ec8d20f3c1e5fb6ea87c3845f9f42fa4215,0.9884674000059022,
case_082,2,ok,379451,1237914,1829920,0,41460f9573f3ea2e831f0e43a43cc5091900c8cd5417d612a8b539500eb8d0d9,0.9248495000065304,
case_082,3,ok,267619,1844266,2436272,0,35862e8f43f0d0a86f9ebf462bf2d5f0027e524ae977dc2cce1ed998e3e67ea5,0.8872824999998556,
case_082,4,ok,218159,1693882,2285888,0,8efff269f67c21aa114e3befde31cc4e3ae02ea5ebcf19ce1cc5b24e4e7ce912,0.750312699994538,
case_082,5,ok,206645,2687818,3279824,0,bc0313a37567cc5f3291fe4fbe7b1c667c5ca7c1e5610acf16ed86bcff385d4d,0.7415037000027951,
case_083,2,ok,644672,14241216,15679520,13310816,afa395acbedd54139ec03916a87b1a034dfe16b61950b6dd94aa65e5aefa2d47,2.3509226000023773,
case_083,3,ok,512623,14842752,16281056,12981952,471440e6984b2005ef3a916a69799b9977cc7aaed029cc189069f16d40661596,1.5669525999983307,
case_083,4,ok,450029,14977600,16415904,12186400,31ec81b8bf538215883bd80508d0cff2a9cd3b7746cc4798e7eea6453422bd62,1.2271297999977833,
case_083,5,ok,442480,15058048,16496352,11336448,efe80d983cf76605c9e04c07506156562bcb19e578c7e5188130487c94bd509d,1.0264631999889389,
case_084,2,ok,1255052,0,13236330,0,7fdb9354daf28f5ea7d4c41db2738885384b19ccd12595ac6fb54ce38be17c4e,23.83605009999883,
case_084,3,ok,836220,0,13236330,0,a2ef46d2618ee30c36f5fa83579f4fad7ee9255edd5582da333f164404f1d54b,14.176982500008307,
case_084,4,ok,629028,0,13236330,0,6353fab7d8653edce0e5e1c04008ea261d8827569ed0704cf13d887e4d38726a,10.474187100000563,
case_084,5,ok,503472,0,13236330,0,12ef9362db41cdb9f8dce1edbb75273564fd7ef206e671573781bf8a4c516cf8,8.361509099995601,
case_085,2,ok,1649858,4875082,6564816,0,9a80ab95af489c9adab151acdaff98a10b2508a2fe68249c52ab71b7949e1a70,7.047956000009435,
case_085,3,ok,1190093,7265394,8955128,0,d9ceadb264bd34a8a573822080f219c7eb597d27480917ca841ece9466162b2c,5.1456081999931484,
case_085,4,ok,892850,6393754,8083488,0,45da506a2e2cf09c4c72c0cfbdc71324992e2f5b2c10d11647264884f89bd22e,5.582781599994632,
case_085,5,ok,799811,9685570,11375304,0,16537278a3251507767a8e2a84765e72b93408e1904429ce01b5be96105af804,5.9653451000049245,
case_086,2,ok,74350,867194,1205216,0,cac036e0e12a87e65dd76d38bf2cd0055bca95d9bd66783aa0ac626db5d791a6,0.9576996999967378,
case_086,3,ok,56152,1233928,1571950,0,6fd21235d82913f9b98e717d68da8f48d01306083be6f15b0cff51402a046dd9,1.2196275999885984,
case_086,4,ok,47397,1201206,1539228,0,69e5514d6ffea1475ccc0574f397c9927cdc38ef91a6c4e184f2d50c0c80f3c7,0.9070463000098243,
case_086,5,ok,48969,1602402,1940424,0,0ba822ca0297c8ab1a8555309538ae9c357df45980c7caa024334445cf135da3,1.0676985000027344,
case_087,2,ok,1985234,9999360,15918458,7994880,6beba444ef8c1d4b320f2dfb75ee9180323b83ac61a0ddaa1f35c42a0f921731,322.76956669999345,
case_087,3,ok,1385253,10722816,16641914,7059456,d94c99e59dd6b323a29d6e3b99f2764496a984e84327728b9c984a4cf4e160a9,353.37609040000825,
case_087,4,ok,1069661,11796480,17715578,6612480,750c3dbb6c9a0e2fdac2b5f29d19bd0600e9d0484ebfbca97481bffcf353f376,260.78504180000164,
case_087,5,ok,888504,11773440,17692538,5483520,517fd09dc6ad790f6007ef378c1270e2cddb16d05bfd50f66086a91f2d3b6e34,271.25221990000864,
case_088,2,ok,146889,1265738,3095536,0,2166f8576ce7d5922b3fd59e4b9ddb68b47540bb1d432a35ed1d83ebf540c5a0,0.7721340999996755,
case_088,3,ok,117618,1740380,3570178,0,89589cccda7ba46cec998d226f9959f1780e5dc3edf8e9f71fe48b133dc95520,0.7308812999981456,
case_088,4,ok,104484,2142060,3971858,0,414160e049f79fe57a0c7ab4fbcd6c524653533a7d66eaad49408f1e380dad80,0.7997213999915402,
case_088,5,ok,100511,2205234,4035032,0,828c99e849863ab9b9450f1a1659785d6c94d1bbb380ca6b3620e17fa424c455,0.7832138000085251,
case_089,2,ok,346832,238720,805120,0,ef08037fa81ee9cbd8676803cb34e011ba0ed17a7bae923fb7671ab3f2de5afd,2.8325513000017963,
case_089,3,ok,243614,477440,1043840,0,f9ec5c179c52c7372ac071437060c8e66932150560b472fccae0bfd87f4dd3f7,1.9864368000125978,
case_089,4,ok,178160,716160,1282560,0,5e64d1009de8e7d60a6d7b6fd88d9beb7f27884a30f847e56b29081098346800,1.5958455999934813,
case_089,5,ok,147432,954880,1521280,0,45b0caa8d33898a2d757622ef883c1457e7fda931febd7e5b77b4642ba444d1e,1.3283676999999443,
case_090,2,ok,692990,19093104,21321456,16595952,03347ac4aaa7f91ff6ccb98cc8ee8f814f4ec29908629e569002c7fde4d781d3,0.48462580000341404,
case_090,3,ok,565892,19430136,21658488,14784504,1f44117db5a72ce58cd3026ac0044f905de00b740cd936d0537e197954523440,0.45031239998934325,
case_090,4,ok,522811,19748184,21976536,12973056,df1b8d9dabf1655a50bd79ec856dc4e4fb687cd94e3056db81e4ac43fa7fb9de,0.4242468000011286,
case_090,5,ok,529948,20254728,22483080,11328264,c454437f84e6e76d7c50fce567cb9190ef436fc96d15c404e01a10f1a0c7bb7c,0.3520468999922741,
case_091,2,ok,4590046,57827296,64404952,51348960,9c368aba5d5070eee5494480552a3dedc940b7f3313941ff177be6885caf359f,1000.9411562000023,
case_091,3,ok,3070809,63099200,69676856,50142528,1a149f1746a4947c5bca06a505088300ccaac0bcd7125b3a9e80e884289f57e6,990.2002572000056,
case_091,4,ok,2315529,67391136,73968792,47956128,3186406487aa55648dd1c11c9f81e982e1ebbb0e026db7a6da95ab831a30e83d,939.2721560999926,
case_091,5,ok,1874503,71279104,77856760,45365760,3e146e73f2ec35a283355bd895344591f99c1e1606e2938769a7630d4e49e818,811.4315153000061,
case_092,2,ok,2828252,66389088,69646016,65458688,7e60382137e6e41bd42ee975b1527966476fbdce03203d0e5b550fe4421300d5,81.81985109999368,
case_092,3,ok,2231804,66784736,70041664,64923936,3282279b93947824217ac159a6fe1922d08eb8def66a7388af83a500fdf6fc00,48.624142100001336,
case_092,4,ok,1927728,67180384,70437312,64389184,028e7559b845d3dfa901c23409c6f287657cc83fb9ff33a49f4057dd75c8ac40,32.657533400008106,
case_092,5,ok,1661234,66980256,70237184,63258656,f10f9a841b9b7a33394d2658a1ee5826c4fd7cb76e8731174e0e99fed4681632,53.839811400001054,
case_093,2,ok,37827,8192,722944,0,1469376cc0cae5c34dfe2b96bb51cb4a7622e7a839eb29b6ac55960acadc677f,0.11251260001154151,
case_093,3,ok,25103,16384,731136,0,d881d5b76b1d96eb7fa2e6e118e738073020ed1bb58fd1526ad5d9ad05a2f30a,0.10444159999315161,
case_093,4,ok,19779,24576,739328,0,d2ad824bd9839e8f80ed32db071c1d06ec76ecd2bb9accbaaa0d02c8f0932074,0.09238960000220686,
case_093,5,ok,15876,32768,747520,0,6d46bd5288ce6ae2cce27e74567a3e03b7ec6a87982c05048af6750615d14098,0.088352600010694,
case_094,2,ok,53614,106272,632964,0,ba36c383632605f4491d8804f32d12b1078e6bc468b8183872779d5cacfccb26,0.11800159999984317,
