case,cores,singlecore_cycles,baseline_cycles,selected_cycles,speedup,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,strategy,source_plan,source_result
case_091,2,9186769,4590046,4590046,2.0014546695174733,57827296,6478336,51348960,523776,4100,baseline,baseline_results_86_92/case_091/q2_n2/case_091_multicore_res.json,baseline_results_86_92/case_091/q2_n2/result.json.gz
case_091,3,9186769,3070809,3070809,2.9916445470884057,63099200,12956672,50142528,523776,4100,baseline,baseline_results_86_92/case_091/q2_n3/case_091_multicore_res.json,baseline_results_86_92/case_091/q2_n3/result.json.gz
case_091,4,9186769,2315529,2315529,3.967460135459327,67391136,19435008,47956128,523776,4100,baseline,baseline_results_86_92/case_091/q2_n4/case_091_multicore_res.json,baseline_results_86_92/case_091/q2_n4/result.json.gz
case_091,5,9186769,1874503,1874503,4.900909200998878,71279104,25913344,45365760,523776,4100,baseline,baseline_results_86_92/case_091/q2_n5/case_091_multicore_res.json,baseline_results_86_92/case_091/q2_n5/result.json.gz
case_092,2,4815554,2828252,2022314,2.381209841795092,7950944,930400,7020544,523776,0,q1_selected,q2_optimization/case_092/n2/q1_selected/case_092_multicore_res.json,q2_optimization/case_092/n2/q1_selected/result.json.gz
case_092,3,4815554,2231804,1354532,3.555142292688545,7050432,1860800,5189632,523776,0,q1_selected,q2_optimization/case_092/n3/q1_selected/case_092_multicore_res.json,q2_optimization/case_092/n3/q1_selected/result.json.gz
case_092,4,4815554,1927728,1024174,4.701890499075352,6657824,2791200,3866624,523776,0,q1_selected,q2_optimization/case_092/n4/q1_selected/case_092_multicore_res.json,q2_optimization/case_092/n4/q1_selected/result.json.gz
case_092,5,4815554,1649430,828993,5.808919978817674,6695296,3721600,2973696,523264,0,q1_selected,q2_optimization/case_092/n5/q1_selected/case_092_multicore_res.json,q2_optimization/case_092/n5/q1_selected/result.json.gz
case_093,2,74205,37827,37827,1.9616940280751844,8192,8192,0,20480,0,baseline,baseline_results_93_100/case_093/q2_n2/case_093_multicore_res.json,baseline_results_93_100/case_093/q2_n2/result.json.gz
case_093,3,74205,25103,25103,2.956021192686133,16384,16384,0,20480,0,baseline,baseline_results_93_100/case_093/q2_n3/case_093_multicore_res.json,baseline_results_93_100/case_093/q2_n3/result.json.gz
case_093,4,74205,19779,19779,3.751706355225239,24576,24576,0,20480,0,baseline,baseline_results_93_100/case_093/q2_n4/case_093_multicore_res.json,baseline_results_93_100/case_093/q2_n4/result.json.gz
case_093,5,74205,15876,15876,4.674036281179139,32768,32768,0,20480,0,baseline,baseline_results_93_100/case_093/q2_n5/case_093_multicore_res.json,baseline_results_93_100/case_093/q2_n5/result.json.gz
case_094,2,94892,53614,53614,1.7699108441824896,106272,106272,0,133632,40960,baseline,baseline_results_93_100/case_094/q2_n2/case_094_multicore_res.json,baseline_results_93_100/case_094/q2_n2/result.json.gz
case_094,3,94892,39889,39889,2.37890145152799,212544,212544,0,129024,40960,baseline,baseline_results_93_100/case_094/q2_n3/case_094_multicore_res.json,baseline_results_93_100/case_094/q2_n3/result.json.gz
case_094,4,94892,30709,30709,3.090038750854798,318816,318816,0,75776,40960,baseline,baseline_results_93_100/case_094/q2_n4/case_094_multicore_res.json,baseline_results_93_100/case_094/q2_n4/result.json.gz
case_094,5,94892,25530,25530,3.716882099490795,259200,259200,0,80640,40960,baseline,baseline_results_93_100/case_094/q2_n5/case_094_multicore_res.json,baseline_results_93_100/case_094/q2_n5/result.json.gz
case_095,2,2084853,1042890,1042890,1.9991111238960964,0,0,0,36864,37056,baseline,baseline_results_93_100/case_095/q2_n2/case_095_multicore_res.json,baseline_results_93_100/case_095/q2_n2/result.json.gz
case_095,3,2084853,695775,695775,2.9964471273040854,0,0,0,36864,37056,baseline,baseline_results_93_100/case_095/q2_n3/case_095_multicore_res.json,baseline_results_93_100/case_095/q2_n3/result.json.gz
case_095,4,2084853,524422,524422,3.9755254356224565,0,0,0,36864,37056,baseline,baseline_results_93_100/case_095/q2_n4/case_095_multicore_res.json,baseline_results_93_100/case_095/q2_n4/result.json.gz
case_095,5,2084853,420852,420852,4.953886401870491,0,0,0,36864,37056,baseline,baseline_results_93_100/case_095/q2_n5/case_095_multicore_res.json,baseline_results_93_100/case_095/q2_n5/result.json.gz
case_096,2,84194,47175,47175,1.7847164811870695,67392,67392,0,72576,20480,baseline,baseline_results_93_100/case_096/q2_n2/case_096_multicore_res.json,baseline_results_93_100/case_096/q2_n2/result.json.gz
case_096,3,84194,33662,33662,2.5011585764363375,67392,67392,0,72576,20480,baseline,baseline_results_93_100/case_096/q2_n3/case_096_multicore_res.json,baseline_results_93_100/case_096/q2_n3/result.json.gz
case_096,4,84194,26984,26984,3.120145271271865,78336,78336,0,72576,20480,baseline,baseline_results_93_100/case_096/q2_n4/case_096_multicore_res.json,baseline_results_93_100/case_096/q2_n4/result.json.gz
case_096,5,84194,27053,25481,3.304187433774185,306820,306820,0,72576,20480,component0_cut26_to1,q2_optimization/component_split/case_096/n5/component0_cut26_to1/case_096_multicore_res.json,q2_optimization/component_split/case_096/n5/component0_cut26_to1/result.json.gz
case_097,2,11491509,5617602,5617602,2.045625339780212,11796480,2555904,9240576,524288,0,baseline,baseline_results_93_100/case_097/q2_n2/case_097_multicore_res.json,baseline_results_93_100/case_097/q2_n2/result.json.gz
case_097,3,11491509,3660459,3660459,3.1393628503966307,16031744,8519680,7512064,524288,0,baseline,baseline_results_93_100/case_097/q2_n3/case_097_multicore_res.json,baseline_results_93_100/case_097/q2_n3/result.json.gz
case_097,4,11491509,2626908,2626908,4.37453805005733,14221312,7667712,6553600,524288,0,baseline,baseline_results_93_100/case_097/q2_n4/case_097_multicore_res.json,baseline_results_93_100/case_097/q2_n4/result.json.gz
case_097,5,11491509,2102348,2102348,5.466035594487687,21311488,17039360,4272128,524288,0,baseline,baseline_results_93_100/case_097/q2_n5/case_097_multicore_res.json,baseline_results_93_100/case_097/q2_n5/result.json.gz
case_098,2,177430,89756,89756,1.9768037791345425,0,0,0,229376,110620,baseline,baseline_results_93_100/case_098/q2_n2/case_098_multicore_res.json,baseline_results_93_100/case_098/q2_n2/result.json.gz
case_098,3,177430,89825,76698,2.3133588881066,1822728,1708036,114692,262144,131072,data_band_w4_k3_trimmed,q2_optimization/transfer_data_band/case_098/n3/data_band_w4_k3_trimmed/case_098_multicore_res.json,q2_optimization/transfer_data_band/case_098/n3/data_band_w4_k3_trimmed/result.json.gz
case_098,4,177430,89894,68466,2.5915052726900942,2124936,2026632,98304,262144,131072,data_band_w4_k4_trimmed,q2_optimization/transfer_data_band/case_098/n4/data_band_w4_k4_trimmed/case_098_multicore_res.json,q2_optimization/transfer_data_band/case_098/n4/data_band_w4_k4_trimmed/result.json.gz
case_098,5,177430,90168,66750,2.65812734082397,2165060,2066756,98304,262144,131072,data_band_w4_k5,q2_optimization/data_band/case_098/n5/data_band_w4_k5/case_098_multicore_res.json,q2_optimization/data_band/case_098/n5/data_band_w4_k5/result.json.gz
case_099,2,1622999,811392,811392,2.0002649767313456,7303168,1904640,5398528,524288,6144,baseline,baseline_results_93_100/case_099/q2_n2/case_099_multicore_res.json,baseline_results_93_100/case_099/q2_n2/result.json.gz
case_099,3,1622999,539533,539533,3.008155200886693,8011776,3809280,4202496,524288,6144,baseline,baseline_results_93_100/case_099/q2_n3/case_099_multicore_res.json,baseline_results_93_100/case_099/q2_n3/result.json.gz
case_099,4,1622999,406807,406807,3.989604407003813,9322496,5713920,3608576,524288,6144,baseline,baseline_results_93_100/case_099/q2_n4/case_099_multicore_res.json,baseline_results_93_100/case_099/q2_n4/result.json.gz
case_099,5,1622999,337221,337221,4.81286456062938,10698752,7618560,3080192,524288,6144,baseline,baseline_results_93_100/case_099/q2_n5/case_099_multicore_res.json,baseline_results_93_100/case_099/q2_n5/result.json.gz
case_100,2,151223,90243,81220,1.861893622260527,71808,71808,0,260480,131072,data_band_w12_k2_trimmed,q2_optimization/transfer_data_band/case_100/n2/data_band_w12_k2_trimmed/case_100_multicore_res.json,q2_optimization/transfer_data_band/case_100/n2/data_band_w12_k2_trimmed/result.json.gz
case_100,3,151223,57811,57811,2.6158170590372074,72192,72192,0,229376,81920,baseline,baseline_results_93_100/case_100/q2_n3/case_100_multicore_res.json,baseline_results_93_100/case_100/q2_n3/result.json.gz
case_100,4,151223,58086,57811,2.6158170590372074,72192,72192,0,229376,81920,q1_selected,q2_optimization/case_100/n4/q1_selected/case_100_multicore_res.json,q2_optimization/case_100/n4/q1_selected/result.json.gz
case_100,5,151223,58085,55955,2.702582432311679,900096,900096,0,229376,81920,component0_cut22_to1,q2_optimization/component_split/case_100/n5/component0_cut22_to1/case_100_multicore_res.json,q2_optimization/component_split/case_100/n5/component0_cut22_to1/result.json.gz
