case,cores,strategy,active_cores,band_width,data_aware,status,makespan_cycles,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,peak_l1_bytes,peak_ub_bytes,wall_seconds,error
case_096,5,band_w4_k3,3,4,0,ok,36919,935188,935188,0,60416,69632,0.316,
case_096,5,band_w8_k3,3,8,0,ok,42139,336464,336464,0,78592,65550,0.25,
case_096,5,band_w12_k3,3,12,0,ok,43382,207368,207368,0,81664,66560,0.231,
case_096,5,band_w4_k4,4,4,0,ok,35873,1159064,1159064,0,64256,33792,0.32,
case_096,5,band_w8_k4,4,8,0,ok,40586,516500,516500,0,78592,61440,0.258,
case_096,5,band_w12_k4,4,12,0,ok,36253,225372,225372,0,74624,62464,0.202,
case_096,5,band_w4_k5,5,4,0,ok,36847,1296172,1296172,0,72448,33792,0.301,
case_096,5,band_w8_k5,5,8,0,ok,38627,541548,541548,0,75520,61440,0.255,
case_096,5,band_w12_k5,5,12,0,ok,33276,314584,314584,0,72576,62464,0.234,
case_097,5,band_w4_k2,2,4,0,ok,5952856,81731584,37945344,43786240,524288,0,3.195,
case_097,5,band_w8_k2,2,8,0,ok,5922318,75685888,34996224,40689664,524288,0,3.271,
case_097,5,band_w12_k2,2,12,0,ok,5899014,69910528,32047104,37863424,524288,0,3.049,
case_097,5,band_w4_k3,3,4,0,ok,4150304,82702336,51122176,31580160,524288,0,3.347,
case_097,5,band_w8_k3,3,8,0,ok,4095796,83755008,54796288,28958720,524288,0,3.843,
case_097,5,band_w12_k3,3,12,0,ok,4034333,77471744,51183616,26288128,524288,0,3.726,
case_097,5,band_w4_k4,4,4,0,ok,3217572,78987264,57212928,21774336,524288,0,2.776,
case_097,5,band_w8_k4,4,8,0,ok,3171372,72990720,53084160,19906560,524288,0,2.79,
case_097,5,band_w12_k4,4,12,0,ok,3118612,67018752,48955392,18063360,524288,0,2.659,
case_097,5,band_w4_k5,5,4,0,ok,2706888,96194560,77471744,18722816,524288,0,4.008,
case_097,5,band_w8_k5,5,8,0,ok,2654184,89518080,72433664,17084416,524288,0,3.665,
case_097,5,band_w12_k5,5,12,0,ok,2621486,69726208,54415360,15310848,524288,0,2.758,
case_099,5,band_w4_k2,2,4,0,ok,864202,9180780,5347052,3833728,524288,24576,2.305,
case_099,5,band_w8_k2,2,8,0,ok,825650,7867564,2682028,5185536,524288,6916,1.762,
case_099,5,band_w12_k2,2,12,0,ok,813493,7400224,1906336,5493888,524288,8486,1.605,
case_099,5,band_w4_k3,3,4,0,ok,586227,8634904,8510744,124160,523264,17664,2.407,
case_099,5,band_w8_k3,3,8,0,ok,547619,6401200,3684400,2716800,524288,6916,1.737,
case_099,5,band_w12_k3,3,12,0,ok,542628,8601936,3813712,4788224,524288,7696,1.51,
case_099,5,band_w4_k4,4,4,0,ok,458949,10850700,10264844,585856,524288,13824,2.304,
case_099,5,band_w8_k4,4,8,0,ok,413307,9193640,6789288,2404352,524288,6150,1.851,
case_099,5,band_w12_k4,4,12,0,ok,411214,9518432,5721440,3796992,524288,6160,1.724,
case_099,5,band_w4_k5,5,4,0,ok,385896,14539956,14539956,0,497664,6144,2.438,
case_099,5,band_w8_k5,5,8,0,ok,348272,10943652,8670372,2273280,524288,7682,1.741,
case_099,5,band_w12_k5,5,12,0,ok,339866,10453360,7621872,2831488,524288,7694,1.669,
case_100,5,band_w4_k2,2,4,0,ok,81499,1337472,1116288,221184,253568,131072,0.347,
case_100,5,band_w8_k2,2,8,0,ok,97420,628428,133836,494592,306560,131072,0.3,
case_100,5,band_w12_k2,2,12,0,ok,89608,128640,79488,49152,306560,126978,0.302,
case_100,5,band_w4_k3,3,4,0,ok,63510,1798132,1667056,131076,253568,131072,0.307,
case_100,5,band_w8_k3,3,8,0,ok,82275,728928,234336,494592,297344,131072,0.318,
case_100,5,band_w12_k3,3,12,0,ok,69213,159360,159360,0,246656,86530,0.266,
case_100,5,band_w4_k4,4,4,0,ok,58921,2058132,1933716,124416,252416,131072,0.4,
case_100,5,band_w8_k4,4,8,0,ok,71734,887784,424424,463360,246656,131072,0.348,
case_100,5,band_w12_k4,4,12,0,ok,59334,360192,360192,0,229376,114178,0.329,
case_100,5,band_w4_k5,5,4,0,ok,58027,2229576,2131272,98304,236160,131072,0.421,
case_100,5,band_w8_k5,5,8,0,ok,64823,853108,392820,460288,232064,131072,0.279,
case_100,5,band_w12_k5,5,12,0,ok,63240,438660,438660,0,229376,58880,0.268,
